Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Cover_Type
2575.3503562274714,1.5164733344727166,30.047773288454497,108.652276436136,97.22888710547338,4727.1239734253095,90,23,223,2359.862214795267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
2503.1752288058055,17.909680475952566,35.27172672949176,393.1306144485676,119.83328437788361,3079.266457377532,81,78,91,2371.970905580332,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2439.6566778531414,266.1944554406294,22.398605563149502,298.5850732771069,115.68371957160517,2609.316509155437,146,129,167,2465.499341450966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
2512.192333562862,225.87814591387567,27.27396203107943,410.7724990590443,141.8078953651079,1108.1475603258855,66,216,2,4192.515231015237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2485.680558422552,327.6568335912165,18.536127429942876,384.53978040916354,191.8738953682748,208.05837886698873,79,94,7,4286.8961181175155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
2361.5717136481207,355.85732540175513,28.241357528632566,489.94522703227005,114.5292360183872,4793.0387442599695,44,74,140,1448.1159950300876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2523.1581770465577,158.49696168668925,22.140327731960685,329.0203568805291,42.346060837717815,1114.3375731761923,50,215,237,2384.202358937001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2379.0296143003065,28.003539092355837,15.63204183338779,206.15671601937717,-24.30439474556585,2566.93417984874,247,105,157,2111.2860459839058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2645.6333024404703,85.01884118521298,32.01325768343487,98.17109033215304,77.60218075928714,2107.3917904090144,188,5,143,3632.05061187787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
2410.220606860587,234.69318723215298,14.638924195861538,380.1006413047653,173.8341661367014,4568.7729463475425,8,30,76,2633.9829915255814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2417.4002329416853,188.72652300762425,33.5145593473745,292.504710557114,34.0373060270738,3783.6244474721343,252,42,205,3266.749372452633,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2519.270535070914,343.680333723802,12.949325588840757,43.342889497414326,102.79656668113756,235.15779227114842,107,232,33,1998.4207157003352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2442.340841655524,309.85364079381833,5.552267272599878,201.32936561510974,-26.203913118891403,3409.402224782938,100,72,180,295.1908959494548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2443.569322000198,41.43952604048043,20.23776014700293,417.88688678731654,158.74593593231666,756.2043663415225,251,113,58,249.46724272751686,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2568.154213604616,194.65958943366905,22.572892216339497,314.44095832271955,89.59382841761874,826.7805354272444,212,195,201,3192.1889668167173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2555.1136495681103,320.88124905121447,1.0908858838297597,215.311507568487,64.84823035841488,456.0337373202167,129,11,25,4577.361507199484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2454.710275127928,355.9602225506933,5.034430241472619,72.41006393004828,86.09838415669168,796.58449330411,63,234,108,542.3878695898616,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2371.4066035394744,276.3919452649043,1.6503832977005621,433.3708039919068,-11.34565102079489,2197.059073850161,79,63,92,567.974910873254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2608.730229773135,345.98511728410205,0.44559830637806386,419.8850328155313,33.06897694280538,3573.961948441309,73,202,139,562.2602436116302,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2416.5671454733865,73.41299052476649,23.01160591385515,410.72120837271314,99.86572520243044,2174.700981281603,35,69,50,4340.269890085277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2400.046108052249,172.36543943607722,16.138657681005448,89.62504375671575,197.86331747981518,1250.6504784275585,139,105,222,2435.321308420066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2597.0934433330312,83.20252023122273,39.61326232025203,132.32881747689268,-3.5125870124619425,3327.656058371146,64,134,251,2881.680847798687,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2467.3869845675567,289.44351456954587,19.74994472801735,138.80828797110345,36.896117360256596,3979.01510433677,149,231,203,2637.205833318623,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2342.537624399418,218.39020641088746,29.98743246215227,421.17732983526463,-35.317026140132754,1637.8561963949346,119,86,190,3805.8449490568696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2400.7140145006983,193.67783660818105,9.557501173190813,132.543445774509,-19.51530487068038,288.61996797368397,226,130,232,859.4159363327908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2624.8222088067046,36.08807269413896,22.37209702852718,89.04237726711672,88.53748592477947,3388.1398299640205,51,229,55,2142.9607175417736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2486.500198618684,216.086322779521,30.636791235893174,1.0056567121740634,-34.6741146671509,3484.0177989451117,171,243,91,507.2628931930923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2449.5643360473214,46.14502735042963,41.317781416033036,179.6750099139885,20.52980446260665,1099.5422338901417,16,188,124,4105.437031590312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2427.436699742165,9.298939284745785,29.270243309304615,158.857126658382,191.37120168563956,528.1615442000198,80,52,213,4440.736698055512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
2511.9472907834934,2.9182092588615705,37.65771921993005,103.31934408260557,-24.325885075955856,2542.6613149055743,216,201,204,3978.397321687375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2515.9190901684997,163.53235325539538,16.62515957903328,13.343413115078139,111.70996406244171,3100.4166907033064,110,107,44,1993.4254730903328,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2496.6365171465513,106.24534645106839,10.03881077158278,12.203154847869492,106.43709624703277,862.0771360427254,214,207,180,3133.479829519707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2634.16447005231,319.9630240010503,6.153862025817934,297.83735760208657,154.4990065950834,4825.197610390554,11,46,208,1068.6355848687379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2477.0228929001796,120.9223753429758,37.751121835910276,291.78251570228963,43.29290322456413,4705.403920421542,215,79,158,3839.8289672253504,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2511.8619808820367,108.55499610753391,33.89840359301547,408.9199962021664,-37.556395395389146,1506.516260551592,222,13,72,3077.0993141673757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2567.592999663238,332.3712810202765,11.205548654718097,45.556857319550616,56.239061042573084,3177.744314990382,3,241,130,1431.4241619605473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2579.064369983192,286.228383863785,43.811452412759294,109.11482540933714,-18.17944105565623,1944.0838152518224,227,139,109,2363.4959540249333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2386.6985435102984,46.64773227975631,27.298602560610654,223.1156452566342,47.47563950767285,4159.422653133197,96,236,232,4965.155889694965,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2337.924639642035,10.786495848477756,29.110341840886306,427.7836733386852,43.28442534458165,4228.091163163767,228,131,13,3075.155956536588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2581.5988946571433,207.35572889498235,7.311564077631369,153.58257215185083,13.46236097277594,3449.9612483766714,85,101,172,2466.8662483185176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2383.985265650631,274.37937669945853,39.92204702950733,101.97433780237336,31.23500885251606,2451.1141655025326,167,159,52,1125.9536321535256,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2569.124863380306,100.8000568917197,5.05161921408409,40.7871185777301,-17.652542789093687,1141.4464812808899,172,54,150,3780.507234202551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2346.984969224951,148.12371288134116,20.090122425402154,126.49992702450524,78.88123888842856,3043.379196087287,129,69,123,404.574302083332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2474.71519240432,33.17195248059552,25.717193865299812,98.93297471952312,31.522254582812593,2683.78509964989,114,145,165,4446.78125804531,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2497.0363197367956,293.1878557435872,19.021695939346987,453.1867973144038,1.0019745294824602,2948.3437330210672,175,43,249,388.5173600543218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2545.7435315597536,245.6736363638192,29.945508447962187,350.3425735287799,177.7030075466983,2018.8283194696144,7,180,201,1888.6763417430852,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2567.2831057039334,219.46704060580024,34.66615817810968,458.3376933694404,50.03037762193162,495.85932250581277,211,150,113,4190.676640920603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2514.8307361965685,122.54297562152264,2.574993107855178,59.04917045476588,169.13890383473654,3557.980157508489,136,182,249,3545.297331404572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2499.1825964965383,314.39520514084796,40.78558314277405,213.61643136720727,-7.426962748537115,23.524858766738042,144,211,90,721.704364172877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
2566.042873947771,167.27206347838774,15.14472312726302,168.52581678709754,153.7024151239348,169.15894890099094,251,192,58,1211.7963263216475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2611.043918082121,226.92919588135857,38.328131705324154,56.3014692354426,85.79541474043862,3046.1618478317187,169,43,167,4126.948634109243,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2462.788528935164,182.14039084129985,9.517774672010926,440.1937051204809,22.492562606556234,1624.410247033869,114,138,78,3670.455597294401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
2257.347013937019,356.03043943335456,27.522765104460447,115.37197590109433,157.20878090412702,2006.2549815882403,50,132,236,4638.859057872957,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2373.2673506015003,38.47075596442173,41.11941098127657,96.47101185554385,58.31642036709397,3636.5883149363644,27,129,7,3815.694121859124,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2384.6992756412037,56.910137339353454,2.1793040593363004,448.1040040946855,-6.442511222296261,3799.965991544093,44,58,187,2812.3759076203446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2420.9608370223827,8.116861166259554,25.20425680067434,343.96052926216305,14.979943316926608,222.3949463202446,212,189,207,4429.646397800184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
2577.5647294123355,58.2205681088745,37.46473980967497,19.71293178550987,124.87054184131568,2941.5180777967707,205,54,237,565.83479098606,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2402.52250428886,340.4914814634011,38.605219197749875,72.43748895572038,47.09352316351263,3203.915758707586,170,23,139,937.156387795537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2384.547823712603,220.87915700684488,10.349214105482611,197.41983955003556,-26.554330050561248,1318.7356403740125,176,203,208,4075.043511452544,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2513.2891848046156,226.71520773362096,3.438826570676415,207.55248222043087,114.4352413873938,601.1105476620493,82,142,78,1055.4715476211534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2527.2773111076176,19.61964212909453,10.14319065371287,447.24621206886474,-46.000224918430156,870.8805269895464,72,67,40,4820.608567806682,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2479.0971075449506,224.20225778900743,8.974819954405456,495.406702457557,9.522781674302443,2054.9437161117244,25,170,82,1878.813562853892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2601.4804428599246,266.56886126451843,10.091296426311727,51.05104007753991,144.05487769720006,2267.0872657463947,73,159,35,2070.459973296775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2382.3635674957686,256.96654174784527,6.272379945188793,336.6357607740491,16.096196607648395,4941.117138927073,175,91,193,2878.148312452103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2491.019361120708,133.33283491792855,42.90670037763474,206.6911888023477,154.90076560110032,2920.3307035985554,253,110,21,2636.6871628965055,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2329.680923046576,171.05179691367525,10.205900462650538,50.155046093431906,56.8192209287738,3240.5928660403206,191,197,179,4033.5411103415163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2317.05206906194,42.454689578770754,17.860062243030736,130.51149511831116,-0.7170095761211783,2212.015037163566,137,113,242,2203.4443720632758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2417.727552102107,70.16250556178616,42.24018225074847,58.05804247254404,118.69448428965524,1739.846942096277,245,73,82,4759.675717872605,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2496.507025957538,334.2371076707751,35.216070696594045,402.7829976566497,-41.59434523687987,393.66026753670735,217,187,49,1398.3909029188046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2506.7680073964552,197.25217256634193,42.813861072581545,277.9305498325304,61.556325756452026,4911.773209654896,206,227,169,2676.390330763646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2477.840050421965,114.39696701744867,24.747999199517608,385.1415034768556,-14.746056886867763,2324.15394484511,30,201,229,3160.083342219546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2535.394100034255,188.0911119410126,40.02447032837023,6.079760730858974,61.1615895232172,978.8806810303391,71,117,106,1061.5213461764756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2587.1679734870954,314.75028339725526,35.031326964463915,440.48696715023215,69.18161620994402,1283.2922414170682,114,53,124,1306.0944143906984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2324.084147009582,10.623401291899599,27.485887219846973,227.38014286832015,142.679815255932,1677.015795711983,22,104,193,2484.853365312357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2570.947302969946,347.3659129750537,28.289038626966157,455.60552709811793,69.3478033406643,1405.4013728672182,124,71,142,366.89429237654946,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
